,sex_of_driver,age_of_driver,vehicle_type,generic_make_model,engine_capacity_cc,age_of_vehicle
374564,1,54,5,-1,1301,2
374566,1,61,5,-1,865,11
374574,1,20,4,-1,125,1
374602,1,18,4,-1,-1,-1
374605,1,17,2,-1,124,0
374609,1,25,3,-1,124,12
374634,1,25,3,-1,124,5
374637,1,73,4,-1,346,38
374642,1,26,3,-1,125,1
374650,1,30,5,-1,988,15
374661,1,53,5,-1,1157,21
374662,1,55,3,-1,107,2
374665,1,20,3,-1,-1,-1
374671,1,20,3,-1,125,1
374672,1,19,3,-1,124,1
374682,1,49,5,-1,660,12
374683,2,32,5,-1,638,12
374738,1,37,5,-1,999,4
374740,1,63,4,-1,690,3
374741,1,-1,4,-1,1237,5
374745,1,28,5,-1,999,7
374753,1,20,4,-1,400,23
374772,1,20,4,-1,1078,6
374783,2,17,2,-1,124,24
374790,1,21,3,-1,-1,-1
374792,2,34,4,-1,125,1
374796,1,39,4,-1,1170,2
374804,1,28,4,-1,749,21
374807,1,20,3,-1,124,16
374818,1,65,5,-1,1084,18
374834,1,40,5,-1,599,6
374842,1,23,4,-1,248,21
374866,1,28,2,-1,295,18
374867,1,36,5,-1,749,10
374873,1,44,3,-1,599,16
374874,2,42,5,-1,599,6
374879,2,50,5,-1,398,24
374881,1,34,4,-1,2294,3
374889,1,32,5,-1,675,5
374895,1,20,3,-1,124,2
374896,1,18,4,-1,125,2
374902,1,52,4,-1,883,13
374931,1,27,5,-1,1085,20
374939,1,21,3,-1,125,5
374967,1,32,5,-1,649,2
375002,1,17,4,-1,-1,-1
375044,2,50,2,-1,124,9
375045,1,24,3,-1,125,1
375057,1,16,2,-1,49,5
375062,1,26,3,-1,124,15
375068,1,53,5,-1,1165,16
375072,1,21,3,-1,125,0
375075,1,19,3,-1,125,6
375080,1,44,3,-1,125,2
375094,1,16,2,-1,50,1
375104,1,24,4,-1,-1,-1
375107,1,17,3,-1,125,1
375115,1,19,3,-1,124,1
375117,1,68,5,-1,781,16
375121,1,47,5,-1,1043,6
375123,1,65,4,-1,124,15
375149,1,23,4,-1,124,3
375169,1,30,3,-1,124,4
375171,1,59,4,-1,599,21
375174,1,45,3,-1,124,4
375186,1,22,3,-1,124,6
375203,1,60,5,-1,955,13
375209,1,60,2,-1,124,1
375214,1,21,2,-1,114,3
375238,1,22,5,-1,599,8
375249,1,29,3,-1,-1,-1
375262,1,75,5,-1,800,0
375291,1,33,3,-1,124,1
375299,1,22,3,-1,124,4
375314,1,18,4,-1,125,4
375316,1,20,5,-1,599,8
375323,1,34,3,-1,998,4
375330,1,19,3,-1,125,12
375333,1,42,5,-1,599,19
375339,1,23,3,-1,124,7
375340,2,22,2,-1,-1,-1
375345,1,20,2,-1,50,1
375353,1,17,4,-1,124,6
375378,1,41,3,-1,125,10
375390,1,52,5,-1,592,24
375414,1,22,3,-1,124,2
375456,1,19,4,-1,125,0
375458,1,18,3,-1,123,1
375460,1,19,3,-1,125,12
375462,1,17,3,-1,124,1
375468,1,25,3,-1,124,8
375504,1,53,4,-1,124,0
375511,3,-1,2,-1,-1,-1
375553,1,17,5,-1,600,19
375562,2,16,2,-1,49,15
375565,1,24,4,-1,689,2
375569,1,27,2,-1,125,3
375628,1,23,2,-1,124,5
375637,1,36,5,-1,1085,20
375647,1,39,3,-1,125,3
375662,1,51,3,-1,125,5
375666,2,20,3,-1,108,0
375676,1,30,2,-1,125,0
375677,1,60,5,-1,1084,20
375688,1,40,5,-1,998,11
375708,1,47,5,-1,-1,-1
375715,1,50,5,-1,599,15
375749,1,61,4,-1,647,12
375816,1,57,4,-1,1084,15
375824,1,23,4,-1,471,4
375836,1,26,3,-1,124,10
375863,1,47,4,-1,123,0
375881,1,48,5,-1,798,4
375895,1,17,2,-1,49,14
375904,1,26,5,-1,999,0
375912,1,46,3,-1,124,12
375961,1,19,3,-1,125,1
375962,1,22,3,-1,125,18
375978,1,22,3,-1,102,2
375988,1,21,3,-1,125,1
376002,1,27,3,-1,125,5
376004,1,23,5,-1,1250,14
376005,1,18,3,-1,124,7
376007,1,16,2,-1,50,1
376014,1,25,3,-1,124,1
376030,1,20,5,-1,645,1
376034,1,21,3,-1,-1,-1
376053,1,26,3,-1,124,26
376056,1,43,5,-1,-1,-1
376058,1,24,2,-1,49,8
376065,1,45,5,-1,599,9
376071,2,23,3,-1,124,3
376096,3,-1,3,-1,125,4
376100,2,20,3,-1,125,4
376106,2,33,3,-1,125,3
376115,2,20,2,-1,50,3
376119,1,30,3,-1,124,6
376129,1,19,5,-1,599,20
376142,1,53,5,-1,-1,-1
376150,1,18,3,-1,124,2
376162,3,-1,3,-1,-1,-1
376174,1,30,3,-1,123,1
376224,1,37,5,-1,599,11
376226,1,-1,5,-1,599,16
376234,1,45,3,-1,124,1
376237,1,18,3,-1,125,12
376263,2,28,3,-1,125,1
376276,1,59,5,-1,-1,-1
376277,1,27,5,-1,599,16
376279,1,48,5,-1,-1,-1
376300,1,47,5,-1,675,3
376317,1,50,5,-1,999,6
376318,3,-1,4,-1,-1,-1
376321,3,-1,3,-1,-1,-1
376324,1,56,2,-1,49,5
376326,1,40,5,-1,999,5
376336,2,16,2,-1,49,15
376371,1,64,5,-1,800,1
376375,1,-1,5,-1,-1,-1
376382,1,35,3,-1,-1,-1
376391,1,34,5,-1,899,18
376393,1,19,3,-1,124,1
376403,1,39,2,-1,49,15
376408,1,64,4,-1,123,6
376411,1,21,3,-1,125,2
376428,1,54,3,-1,782,8
376438,1,20,3,-1,124,1
376470,1,57,3,-1,125,3
376490,1,18,3,-1,124,17
376491,1,36,5,-1,954,14
376497,1,22,5,-1,1063,18
376511,1,19,3,-1,125,2
376515,1,32,5,-1,899,13
376519,1,34,4,-1,347,23
376539,1,21,3,-1,125,1
376547,1,19,3,-1,124,0
376551,1,16,4,-1,-1,-1
376560,1,27,4,-1,459,14
376571,1,23,3,-1,124,32
376593,1,27,3,-1,124,9
376598,1,48,5,-1,1450,19
376626,1,31,3,-1,125,1
376627,1,25,3,-1,123,2
376628,1,23,3,-1,124,1
376647,1,21,3,-1,124,7
376652,1,44,5,-1,1137,17
376662,1,54,3,-1,124,22
376695,2,23,3,-1,-1,-1
376725,1,25,3,-1,125,2
376727,1,44,3,-1,124,6
376755,1,21,3,-1,124,3
376756,1,17,3,-1,-1,-1
376808,1,21,3,-1,122,42
376933,1,17,2,-1,49,9
376940,1,16,2,-1,50,6
376948,1,23,3,-1,102,10
376956,1,65,5,-1,798,4
376957,1,25,4,-1,133,5
376986,1,25,4,-1,125,5
376993,1,54,4,-1,250,2
376996,1,21,3,-1,124,1
377038,1,19,3,-1,124,6
377043,1,74,5,-1,1000,34
377064,1,57,5,-1,999,2
377080,1,27,5,-1,599,12
377081,1,18,3,-1,125,1
377098,1,76,5,-1,750,60
377115,1,73,5,-1,599,19
377116,1,66,5,-1,885,20
377122,1,53,5,-1,599,23
377123,1,39,3,-1,124,2
377132,1,18,2,-1,50,6
377139,1,42,5,-1,645,18
377147,1,67,3,-1,125,1
377149,1,48,5,-1,996,17
377151,3,-1,3,-1,-1,-1
377156,1,63,4,-1,244,9
377172,1,30,5,-1,636,12
377186,1,22,3,-1,124,2
377187,1,25,3,-1,124,3
377197,1,69,5,-1,1170,8
377219,1,43,3,-1,125,2
377222,1,17,2,-1,50,3
377269,1,43,5,-1,748,14
377279,1,18,3,-1,96,8
377299,1,-1,3,-1,125,1
377304,1,-1,2,-1,49,17
377329,1,26,5,-1,599,-1
377331,1,35,5,-1,998,13
377333,1,57,3,-1,125,56
377337,1,31,5,-1,599,9
377347,1,54,5,-1,1000,1
377384,1,71,4,-1,499,14
377405,1,30,3,-1,124,8
377418,1,65,4,-1,1199,15
377433,1,17,3,-1,124,1
377436,1,19,3,-1,124,8
377440,1,18,3,-1,125,1
377445,1,27,3,-1,-1,-1
377451,1,16,2,-1,50,2
377453,1,18,3,-1,-1,-1
377459,1,19,3,-1,124,4
377491,1,38,3,-1,-1,-1
377507,1,23,3,-1,124,16
377518,1,26,3,-1,125,4
377531,1,64,5,-1,1188,26
377539,1,22,3,-1,124,5
377547,1,31,5,-1,599,15
377550,1,50,5,-1,1157,17
377563,2,40,2,-1,49,13
377587,1,66,5,-1,1200,13
377593,1,26,3,-1,125,1
377595,1,28,3,-1,125,8
377599,1,51,4,-1,1043,2
377600,1,35,4,-1,998,1
377609,1,24,2,-1,49,5
377616,1,16,2,-1,49,5
377636,1,26,3,-1,125,5
377642,1,54,5,-1,649,0
377645,1,55,5,-1,1237,5
377664,1,22,5,-1,649,5
377668,1,17,3,-1,125,0
377711,1,43,3,-1,108,2
377722,1,22,3,-1,124,9
377724,1,31,3,-1,125,11
377731,1,18,3,-1,125,2
377762,1,17,3,-1,124,3
377768,1,31,3,-1,125,2
377785,1,45,3,-1,125,2
377793,1,32,3,-1,125,2
377795,2,17,2,-1,49,1
377797,1,32,5,-1,749,12
377804,1,27,3,-1,125,12
377825,1,41,4,-1,249,23
377834,1,18,3,-1,124,15
377864,1,46,5,-1,1284,13
377873,1,60,3,-1,-1,-1
377883,1,24,3,-1,-1,-1
377887,1,31,5,-1,689,2
377888,3,-1,4,-1,-1,-1
377891,1,47,3,-1,124,6
377899,1,27,5,-1,598,19
377903,1,27,3,-1,125,6
377936,1,37,3,-1,125,7
377937,1,35,5,-1,1000,9
377941,1,-1,4,-1,-1,-1
377969,1,23,3,-1,125,8
378032,1,-1,2,-1,-1,-1
378058,1,63,3,-1,125,1
378112,1,20,3,-1,124,2
378135,1,38,5,-1,883,1
378168,2,58,5,-1,-1,-1
378183,1,27,3,-1,125,1
378186,1,21,2,-1,49,12
378215,1,49,3,-1,124,7
378236,2,19,3,-1,125,3
378239,1,48,5,-1,-1,-1
378242,1,16,2,-1,-1,-1
378244,1,29,3,-1,125,3
378288,1,30,3,-1,124,1
378294,1,44,3,-1,124,10
378337,1,-1,3,-1,-1,-1
378338,3,-1,3,-1,-1,-1
378392,1,46,5,-1,599,2
378396,2,57,5,-1,600,20
378401,1,24,3,-1,124,1
378408,1,-1,2,-1,-1,-1
378412,1,19,3,-1,124,11
378419,1,38,3,-1,125,2
378433,1,-1,5,-1,1200,18
378458,1,-1,4,-1,-1,-1
378466,1,31,5,-1,748,8
378481,1,43,3,-1,-1,-1
378482,1,30,5,-1,600,21
378501,3,-1,3,-1,-1,-1
378509,3,-1,4,-1,-1,-1
378562,1,25,3,-1,125,7
378569,3,-1,4,-1,-1,-1
378571,1,21,5,-1,599,20
378572,1,44,5,-1,-1,-1
378602,1,22,3,-1,124,2
378608,1,68,5,-1,1050,0
378614,1,16,2,-1,49,5
378617,1,-1,5,-1,595,21
378641,2,22,2,-1,49,1
378673,1,45,5,-1,598,19
378682,1,19,3,-1,124,2
378688,1,29,5,-1,599,6
378693,3,-1,3,-1,124,5
378710,1,-1,3,-1,-1,-1
378718,2,48,3,-1,125,2
378722,1,28,3,-1,-1,-1
378725,1,25,5,-1,745,3
378727,1,26,5,-1,599,9
378728,1,20,4,-1,321,1
378730,1,21,3,-1,125,1
378735,1,19,3,-1,124,7
378743,1,16,2,-1,49,10
378749,1,43,5,-1,849,21
378750,1,26,3,-1,124,1
378754,1,16,2,-1,49,3
378762,2,35,5,-1,599,16
378766,1,19,3,-1,124,3
378768,1,24,3,-1,124,1
378775,1,16,2,-1,49,4
378821,1,-1,3,-1,-1,-1
378831,1,24,5,-1,644,9
378859,1,32,2,-1,100,10
378864,1,23,5,-1,599,21
378885,1,35,5,-1,645,9
378905,1,26,3,-1,124,0
378917,1,48,5,-1,745,13
378928,1,19,3,-1,124,9
378976,1,20,3,-1,124,11
378978,1,-1,3,-1,125,0
378984,1,21,2,-1,49,10
378991,2,25,3,-1,125,0
379022,1,53,5,-1,675,6
379032,1,22,2,-1,-1,-1
379036,1,33,3,-1,124,2
379038,1,19,3,-1,125,1
379046,1,-1,5,-1,999,4
379062,1,18,2,-1,49,12
379065,1,36,3,-1,108,2
379113,2,36,3,-1,125,1
379116,1,42,5,-1,745,2
379118,1,27,4,-1,124,10
379123,1,34,3,-1,125,0
379129,1,16,2,-1,49,14
379155,1,26,5,-1,998,2
379194,1,23,4,-1,487,13
379251,1,34,3,-1,124,15
379260,3,-1,2,-1,125,2
379263,2,16,2,-1,49,0
379281,1,-1,4,-1,-1,-1
379315,1,20,3,-1,-1,-1
379317,1,21,3,-1,125,1
379330,1,-1,2,-1,49,13
379343,2,-1,3,-1,-1,-1
379353,1,22,3,-1,124,4
379360,1,22,3,-1,-1,-1
379398,1,23,3,-1,125,6
379413,2,51,4,-1,493,13
379436,1,48,3,-1,125,3
379445,1,57,2,-1,49,1
379512,2,26,3,-1,124,4
379517,1,25,3,-1,124,5
379566,1,21,5,-1,645,15
379577,1,28,5,-1,1000,8
379611,1,65,3,-1,-1,-1
379613,1,62,5,-1,1170,7
379614,1,22,5,-1,689,1
379622,1,47,3,-1,102,1
379633,1,27,5,-1,645,14
379654,1,-1,5,-1,636,15
379669,1,20,2,-1,49,4
379695,1,62,5,-1,-1,-1
379713,1,17,3,-1,124,2
379724,2,38,4,-1,656,8
379757,1,28,3,-1,124,10
379762,1,40,5,-1,689,2
379766,1,38,3,-1,124,3
379775,1,31,3,-1,124,2
379797,1,15,5,-1,1127,27
379801,1,17,3,-1,124,12
379820,1,16,4,-1,-1,-1
379835,1,21,5,-1,599,19
379844,1,27,4,-1,499,31
379847,1,47,5,-1,899,25
379859,2,24,3,-1,125,1
379875,1,66,5,-1,744,39
379880,1,16,2,-1,49,9
379881,1,19,3,-1,124,17
379909,1,25,5,-1,636,14
379927,1,28,3,-1,-1,-1
379932,1,52,5,-1,1340,9
379935,1,23,5,-1,600,19
379942,1,57,5,-1,919,12
379957,1,52,5,-1,1002,20
379961,1,24,3,-1,124,6
380000,1,16,2,-1,50,1
380001,1,26,5,-1,750,12
380033,1,58,5,-1,800,6
380050,1,24,3,-1,125,2
380054,1,53,5,-1,1170,9
380056,1,26,5,-1,599,13
380067,1,33,3,-1,124,12
380073,1,27,3,-1,124,6
380089,1,24,5,-1,599,13
380105,1,52,4,-1,299,3
380116,1,61,3,-1,125,11
380124,1,17,3,-1,124,1
380143,1,50,5,-1,696,8
380191,1,58,2,-1,49,0
380232,1,18,2,-1,49,10
380237,1,52,3,-1,125,2
380238,1,60,5,-1,599,19
380239,3,-1,3,-1,-1,-1
380242,1,58,3,-1,-1,-1
380252,1,60,5,-1,471,2
380261,1,33,3,-1,125,2
380262,1,56,5,-1,652,5
380270,1,-1,3,-1,125,3
380287,1,27,3,-1,125,3
380291,1,23,5,-1,599,9
380310,1,21,3,-1,124,1
380315,1,45,3,-1,124,2
380322,1,29,5,-1,-1,-1
380339,1,20,4,-1,471,3
380368,1,19,3,-1,125,3
380372,1,17,3,-1,125,2
380431,1,56,5,-1,1000,1
380444,1,19,3,-1,108,1
380487,1,51,5,-1,1170,1
380490,1,22,3,-1,124,6
380502,1,18,3,-1,-1,-1
380509,2,16,2,-1,50,1
380520,1,50,4,-1,125,7
380533,1,35,5,-1,803,1
380554,1,21,5,-1,599,15
380595,1,51,3,-1,125,5
380603,3,-1,2,-1,-1,-1
380616,1,16,3,-1,49,11
380618,1,24,3,-1,125,10
380625,1,35,3,-1,124,1
380645,1,32,3,-1,125,3
380647,2,26,3,-1,-1,-1
380651,1,17,3,-1,125,1
380674,1,20,3,-1,125,0
380703,1,50,5,-1,749,11
380713,1,24,3,-1,108,1
380715,1,28,3,-1,125,1
380727,1,23,3,-1,125,4
380748,1,37,3,-1,124,9
380769,1,25,2,-1,-1,-1
380800,1,40,4,-1,745,2
380846,1,54,5,-1,1050,3
380851,1,58,5,-1,955,1
380867,1,62,5,-1,748,28
380870,1,48,3,-1,124,3
380871,1,45,3,-1,113,1
380890,1,45,2,-1,49,13
380942,1,16,2,-1,49,0
380990,1,25,5,-1,821,3
380994,1,20,3,-1,108,1
380999,1,55,2,-1,49,0
381001,1,46,4,-1,-1,-1
381002,1,54,5,-1,599,19
381005,1,21,3,-1,108,1
381023,1,53,5,-1,998,38
381036,1,25,3,-1,124,2
381052,1,46,5,-1,-1,-1
381057,1,18,4,-1,125,5
381078,2,34,5,-1,599,16
381087,1,42,5,-1,690,2
381089,1,29,5,-1,599,18
381099,1,51,5,-1,999,9
381110,1,29,5,-1,599,11
381112,1,53,5,-1,800,4
381151,1,54,5,-1,950,16
381170,1,56,4,-1,279,9
381173,1,19,2,-1,49,0
381175,1,50,5,-1,-1,-1
381176,1,52,5,-1,1441,5
381183,1,60,5,-1,1649,4
381190,1,27,5,-1,599,15
381236,1,51,5,-1,652,13
381240,1,62,5,-1,1800,10
381245,1,54,5,-1,1043,0
381262,1,53,5,-1,-1,-1
381290,1,72,5,-1,599,21
381304,1,68,5,-1,1215,2
381341,1,22,4,-1,499,12
381348,1,55,5,-1,1000,1
381349,1,32,5,-1,1000,15
381351,1,49,5,-1,1285,1
381361,1,22,3,-1,108,1
381395,1,54,4,-1,198,15
381417,1,16,2,-1,50,10
381420,1,45,5,-1,996,16
381490,1,22,3,-1,124,0
381495,1,59,3,-1,125,7
381502,1,64,5,-1,1340,1
381517,1,67,5,-1,937,0
381526,1,17,3,-1,125,7
381528,2,21,3,-1,124,7
381533,1,20,3,-1,108,0
381586,2,37,5,-1,885,20
381598,1,31,5,-1,599,17
381599,1,18,3,-1,124,7
381603,1,21,3,-1,125,6
381613,1,44,5,-1,900,1
381635,1,56,5,-1,-1,-1
381641,1,25,5,-1,649,5
381643,1,26,5,-1,599,5
381649,1,73,5,-1,1063,15
381665,1,67,5,-1,955,15
381680,1,45,5,-1,750,11
381686,1,37,3,-1,124,18
381687,1,50,5,-1,-1,-1
381689,1,27,5,-1,748,21
381691,1,25,4,-1,-1,-1
381697,1,16,2,-1,50,2
381708,1,34,3,-1,124,3
381723,1,50,3,-1,108,0
381725,1,17,3,-1,125,4
381728,2,61,5,-1,599,17
381747,1,21,3,-1,123,2
381757,1,45,5,-1,1237,7
381782,1,50,3,-1,125,37
381788,1,50,5,-1,865,1
381809,1,33,5,-1,-1,-1
381812,1,22,5,-1,805,18
381817,2,24,3,-1,125,1
381822,1,42,5,-1,954,14
381835,1,26,4,-1,-1,-1
381855,1,57,4,-1,125,5
381861,1,41,5,-1,998,12
381866,1,71,5,-1,680,8
381869,1,51,5,-1,782,15
381883,1,17,2,-1,49,1
381889,1,41,3,-1,124,1
381891,1,49,5,-1,847,2
381914,2,40,4,-1,-1,-1
381926,1,31,5,-1,1084,18
381927,1,45,5,-1,-1,-1
381961,1,23,3,-1,108,0
381975,1,32,5,-1,649,5
381977,1,36,5,-1,636,15
381980,1,30,5,-1,645,3
381981,1,28,3,-1,125,6
382022,1,48,2,-1,49,17
382033,2,58,5,-1,781,16
382035,1,30,5,-1,900,1
382036,1,29,5,-1,865,2
382046,1,54,4,-1,278,2
382065,1,23,2,-1,124,1
382068,1,16,2,-1,50,7
382072,2,18,2,-1,125,0
382100,1,29,5,-1,883,11
382105,2,52,2,-1,781,17
382114,1,21,3,-1,124,2
382122,1,70,5,-1,1170,11
382123,1,34,3,-1,124,7
382127,1,24,3,-1,124,2
382170,1,17,3,-1,124,1
382188,1,52,3,-1,125,2
382193,1,17,2,-1,49,13
382222,1,49,5,-1,998,3
382226,1,18,2,-1,108,2
382231,1,52,3,-1,125,1
382232,1,45,5,-1,998,11
382267,1,51,5,-1,1164,13
382271,1,31,5,-1,598,20
382278,1,28,5,-1,998,15
382281,1,53,5,-1,999,6
382294,1,56,4,-1,471,0
382321,1,16,2,-1,49,2
382334,1,29,5,-1,689,1
382355,1,48,5,-1,-1,-1
382356,1,47,5,-1,998,10
382393,1,42,3,-1,124,0
382398,1,52,5,-1,1584,8
382417,1,36,5,-1,645,16
382431,1,25,3,-1,125,3
382436,1,24,3,-1,124,8
382440,1,21,3,-1,-1,-1
382461,2,24,3,-1,102,3
382464,1,49,5,-1,1170,1
382472,1,56,5,-1,599,9
382475,1,28,5,-1,599,11
382486,2,25,3,-1,124,6
382487,1,33,5,-1,803,3
382503,1,45,5,-1,998,9
382505,1,25,5,-1,750,2
382519,2,17,3,-1,125,2
382525,1,19,4,-1,296,3
382527,1,39,5,-1,649,8
382532,2,30,3,-1,125,1
382559,1,64,5,-1,980,25
382567,1,47,4,-1,999,4
382579,1,17,3,-1,124,16
382610,1,19,5,-1,599,18
382617,1,50,2,-1,49,18
382626,2,29,5,-1,649,3
382628,1,41,5,-1,748,26
382668,1,19,3,-1,124,10
382692,1,37,3,-1,125,1
382698,1,36,3,-1,125,17
382738,1,26,3,-1,113,0
382816,2,44,3,-1,124,0
382820,1,24,3,-1,124,9
382840,2,23,3,-1,125,3
382846,1,20,3,-1,124,10
382847,1,26,3,-1,124,2
382862,1,55,3,-1,125,1
382893,1,45,5,-1,647,17
382900,1,44,5,-1,998,17
382933,1,33,5,-1,849,9
382952,1,20,3,-1,125,10
382966,1,67,5,-1,1157,11
382973,1,17,2,-1,50,3
382993,1,56,5,-1,1170,12
383003,1,23,3,-1,124,0
383006,1,21,3,-1,124,3
383020,1,56,5,-1,1170,3
383026,1,52,5,-1,1340,9
383080,1,31,5,-1,675,10
383082,1,19,5,-1,645,13
383096,1,25,4,-1,249,6
383105,1,14,2,-1,49,9
383109,2,48,5,-1,680,10
383113,1,64,5,-1,897,6
383117,1,23,5,-1,652,10
383133,1,19,3,-1,125,0
383174,1,23,3,-1,124,6
383190,2,17,2,-1,49,6
383204,1,56,5,-1,1649,4
383236,1,34,3,-1,-1,-1
383238,1,46,3,-1,125,42
383259,1,50,5,-1,1062,14
383274,1,16,2,-1,50,1
383301,1,48,5,-1,1783,1
383306,1,17,3,-1,124,0
383310,1,26,3,-1,125,2
383314,1,16,2,-1,50,14
383339,1,24,3,-1,125,5
383402,1,21,5,-1,883,11
383403,1,18,2,-1,49,0
383406,2,33,3,-1,125,0
383407,1,18,2,-1,50,2
383419,1,22,3,-1,125,2
383474,1,22,5,-1,599,22
383476,1,16,2,-1,50,0
383504,1,56,5,-1,1200,16
383506,1,53,5,-1,998,27
383528,3,-1,3,-1,125,8
383570,2,28,3,-1,124,3
383582,1,46,3,-1,124,1
383584,1,37,5,-1,865,4
383587,1,45,3,-1,124,3
383600,1,33,3,-1,125,2
383644,2,45,2,-1,49,3
383647,1,17,3,-1,124,8
383660,1,19,4,-1,249,26
383676,1,45,3,-1,108,0
383686,1,48,5,-1,1137,19
383706,1,24,3,-1,125,1
383709,1,41,5,-1,1043,0
383733,1,60,3,-1,124,2
383750,1,20,3,-1,125,2
383810,1,36,5,-1,-1,-1
383827,1,34,5,-1,998,12
383837,1,22,3,-1,125,2
383868,1,17,3,-1,124,3
383881,1,20,5,-1,645,17
383884,1,33,3,-1,125,8
383899,1,20,5,-1,600,17
383909,1,46,5,-1,748,26
383929,1,20,3,-1,125,3
383947,1,40,5,-1,955,17
383963,1,60,5,-1,1170,1
383989,1,20,5,-1,675,1
384003,1,33,4,-1,398,12
384007,1,17,2,-1,50,2
384018,1,37,3,-1,124,2
384052,1,16,2,-1,50,11
384063,1,24,3,-1,125,10
384103,1,20,5,-1,599,13
384117,1,27,3,-1,-1,-1
384131,3,-1,4,-1,399,28
384156,1,21,3,-1,124,2
384161,1,23,3,-1,125,3
384178,1,70,5,-1,1298,12
384180,1,24,3,-1,124,1
384201,1,21,3,-1,124,5
384202,1,18,3,-1,125,2
384257,1,17,3,-1,-1,-1
384293,1,18,3,-1,-1,-1
384326,1,17,3,-1,49,17
384333,1,23,3,-1,125,1
384338,1,20,2,-1,49,4
384364,2,21,5,-1,535,16
384366,1,46,5,-1,600,17
384389,1,19,3,-1,124,7
384438,1,39,5,-1,883,6
384439,1,27,5,-1,883,8
384448,1,18,3,-1,124,16
384462,1,40,5,-1,1203,10
384483,1,71,5,-1,650,5
384502,1,19,3,-1,125,1
384503,1,17,3,-1,125,9
384510,1,34,5,-1,998,13
384551,1,21,3,-1,124,2
384580,1,45,5,-1,645,4
384613,1,21,3,-1,124,7
384638,1,20,3,-1,124,2
384696,1,25,3,-1,124,14
384728,1,54,5,-1,645,11
384744,1,35,3,-1,124,11
384745,1,34,5,-1,656,11
384759,1,42,3,-1,-1,-1
384779,1,36,5,-1,645,8
384785,1,34,5,-1,1085,17
384823,1,31,5,-1,999,1
384836,1,39,3,-1,125,3
384838,1,53,5,-1,1450,17
384839,1,19,3,-1,125,5
384848,1,22,5,-1,689,1
384874,1,43,3,-1,-1,-1
384876,1,55,5,-1,1050,1
384882,2,31,5,-1,790,13
384939,1,51,5,-1,893,22
384943,1,51,5,-1,1050,9
384957,1,59,5,-1,650,-1
384968,1,32,3,-1,125,2
384978,1,24,5,-1,849,26
385008,1,19,3,-1,124,6
385023,1,57,5,-1,647,18
385025,1,36,3,-1,125,1
385032,1,19,3,-1,124,7
385080,2,49,3,-1,124,4
385095,1,68,4,-1,248,12
385106,1,35,5,-1,998,12
385107,1,55,5,-1,1052,20
385116,1,73,4,-1,248,19
385120,1,30,5,-1,689,1
385130,1,23,5,-1,600,20
385135,1,50,3,-1,124,7
385142,1,26,5,-1,781,17
385144,1,29,3,-1,125,9
385148,1,-1,2,-1,-1,-1
385157,1,50,2,-1,49,5
385167,1,-1,3,-1,-1,-1
385189,1,50,5,-1,-1,-1
385233,1,23,3,-1,125,8
385235,1,20,3,-1,125,1
385307,1,25,2,-1,49,3
385348,1,35,5,-1,1099,8
385349,1,37,5,-1,918,24
385354,1,20,2,-1,-1,-1
385388,1,63,5,-1,1215,5
385390,1,22,5,-1,600,23
385398,1,34,5,-1,918,18
385410,1,54,5,-1,1170,11
385429,2,70,5,-1,-1,-1
385436,2,31,3,-1,124,6
385438,2,36,3,-1,124,14
385442,1,17,2,-1,49,9
385475,1,28,5,-1,883,3
385524,1,31,3,-1,125,2
385579,1,52,4,-1,321,2
385580,1,57,5,-1,1171,18
385583,1,26,3,-1,124,3
385594,1,24,5,-1,599,10
385602,1,17,5,-1,49,0
385610,1,59,5,-1,1200,27
385611,1,41,5,-1,1352,3
385616,1,51,5,-1,670,4
385618,1,25,3,-1,124,8
385622,1,65,4,-1,499,19
385631,1,37,5,-1,821,0
385671,1,17,3,-1,124,16
385678,1,22,5,-1,-1,-1
385698,2,54,5,-1,798,2
385699,1,16,2,-1,49,0
385700,1,16,2,-1,49,0
385707,1,22,3,-1,124,11
385725,1,18,3,-1,124,8
385745,1,29,5,-1,1255,9
385815,1,51,5,-1,750,1
385825,1,21,3,-1,125,2
385835,1,23,3,-1,-1,-1
385856,1,58,5,-1,1700,3
385909,1,33,5,-1,620,24
385916,1,17,3,-1,125,12
385925,2,18,3,-1,124,1
385927,1,28,3,-1,-1,-1
385939,1,38,5,-1,599,16
385943,1,22,3,-1,124,8
385962,1,46,4,-1,399,18
385979,1,17,2,-1,-1,-1
385988,2,21,3,-1,125,0
386011,1,65,5,-1,883,0
386030,1,47,5,-1,998,11
386051,2,16,2,-1,49,1
386061,1,42,3,-1,125,3
386064,1,32,5,-1,-1,-1
386070,1,54,4,-1,-1,-1
386071,1,18,3,-1,124,6
386098,1,30,3,-1,125,3
386114,1,59,5,-1,942,2
386117,1,30,3,-1,124,2
386133,1,41,3,-1,-1,-1
386141,1,51,4,-1,-1,-1
386158,1,27,3,-1,124,4
386160,1,57,5,-1,1043,4
386193,1,48,5,-1,750,34
386209,1,43,5,-1,1215,3
386246,1,70,4,-1,487,13
386290,1,25,5,-1,1050,12
386303,1,29,5,-1,599,14
386350,2,26,3,-1,124,0
386358,1,24,3,-1,108,1
386396,1,22,3,-1,124,7
386429,2,23,3,-1,124,3
386438,1,26,3,-1,124,6
386463,1,17,2,-1,49,0
386491,1,51,5,-1,1170,12
386504,1,20,3,-1,124,8
386570,1,24,5,-1,1199,30
